PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
Joel Embiid,PHI,01/18/2017,PHI vs. TOR,W,27,26,20
Carmelo Anthony,NYK,01/18/2017,NYK @ BOS,W,33,13,-1
Damian Lillard,POR,01/18/2017,POR @ CHA,L,35,21,-8
Aaron Brooks,IND,01/18/2017,IND @ SAC,W,14,3,2
Andre Roberson,OKC,01/18/2017,OKC @ GSW,L,34,3,-19
Zaza Pachulia,GSW,01/18/2017,GSW vs. OKC,W,19,5,8
Mario Hezonja,ORL,01/18/2017,ORL @ NOP,L,18,8,-14
Ish Smith,DET,01/18/2017,DET vs. ATL,W,18,6,13
Jodie Meeks,ORL,01/18/2017,ORL @ NOP,L,16,5,3
Maurice Harkless,POR,01/18/2017,POR @ CHA,L,27,9,-6
Stephen Curry,GSW,01/18/2017,GSW vs. OKC,W,34,24,19
Rudy Gay,SAC,01/18/2017,SAC vs. IND,L,28,21,9
Chandler Parsons,MEM,01/18/2017,MEM @ WAS,L,19,6,1
Malcolm Brogdon,MIL,01/18/2017,MIL @ HOU,L,35,7,-18
E'Twaun Moore,NOP,01/18/2017,NOP vs. ORL,W,26,9,17
Cory Joseph,TOR,01/18/2017,TOR @ PHI,L,26,5,-1
James Harden,HOU,01/18/2017,HOU vs. MIL,W,37,38,21
Justin Holiday,NYK,01/18/2017,NYK @ BOS,W,19,13,23
Darren Collison,SAC,01/18/2017,SAC vs. IND,L,37,11,2
KJ McDaniels,HOU,01/18/2017,HOU vs. MIL,W,2,2,-3
Jaylen Brown,BOS,01/18/2017,BOS vs. NYK,L,19,12,-8
Timothe Luwawu-Cabarrot,PHI,01/18/2017,PHI vs. TOR,W,17,4,-5
Stanley Johnson,DET,01/18/2017,DET vs. ATL,W,32,7,9
Dennis Schroder,ATL,01/18/2017,ATL @ DET,L,27,13,-19
Willie Cauley-Stein,SAC,01/18/2017,SAC vs. IND,L,6,0,-1
Gerald Henderson,PHI,01/18/2017,PHI vs. TOR,W,26,9,3
Aaron Gordon,ORL,01/18/2017,ORL @ NOP,L,31,14,-7
Tim Hardaway Jr.,ATL,01/18/2017,ATL @ DET,L,19,10,-23
Shaun Livingston,GSW,01/18/2017,GSW vs. OKC,W,20,8,4
Dario Saric,PHI,01/18/2017,PHI vs. TOR,W,24,8,1
Vince Carter,MEM,01/18/2017,MEM @ WAS,L,30,12,-4
JaMychal Green,MEM,01/18/2017,MEM @ WAS,L,34,15,2
Treveon Graham,CHA,01/18/2017,CHA vs. POR,W,3,0,2
Alex Abrines,OKC,01/18/2017,OKC @ GSW,L,14,2,-2
Terrence Ross,TOR,01/18/2017,TOR @ PHI,L,31,8,5
Jrue Holiday,NOP,01/18/2017,NOP vs. ORL,W,26,14,6
DeMar DeRozan,TOR,01/18/2017,TOR @ PHI,L,38,25,-6
Michael Beasley,MIL,01/18/2017,MIL @ HOU,L,24,14,-13
Thon Maker,MIL,01/18/2017,MIL @ HOU,L,3,3,2
Marcus Smart,BOS,01/18/2017,BOS vs. NYK,L,32,4,0
Donatas Motiejunas,NOP,01/18/2017,NOP vs. ORL,W,3,2,-8
Nicolas Batum,CHA,01/18/2017,CHA vs. POR,W,34,17,3
Roy Hibbert,CHA,01/18/2017,CHA vs. POR,W,22,16,19
DeMarre Carroll,TOR,01/18/2017,TOR @ PHI,L,23,0,-3
CJ McCollum,POR,01/18/2017,POR @ CHA,L,32,18,-14
Pat Connaughton,POR,01/18/2017,POR @ CHA,L,4,0,-2
Mason Plumlee,POR,01/18/2017,POR @ CHA,L,30,8,-15
Bradley Beal,WAS,01/18/2017,WAS vs. MEM,W,37,12,-9
Clint Capela,HOU,01/18/2017,HOU vs. MIL,W,11,5,-2
Matt Barnes,SAC,01/18/2017,SAC vs. IND,L,20,7,-15
Patrick Beverley,HOU,01/18/2017,HOU vs. MIL,W,34,12,12
Trevor Ariza,HOU,01/18/2017,HOU vs. MIL,W,39,5,26
JaVale McGee,GSW,01/18/2017,GSW vs. OKC,W,6,2,-5
Amir Johnson,BOS,01/18/2017,BOS vs. NYK,L,18,10,8
Tim Frazier,NOP,01/18/2017,NOP vs. ORL,W,3,0,-8
Thaddeus Young,IND,01/18/2017,IND @ SAC,W,24,8,-1
Michael Kidd-Gilchrist,CHA,01/18/2017,CHA vs. POR,W,31,9,17
Kevin Seraphin,IND,01/18/2017,IND @ SAC,W,6,0,-10
Kyle Lowry,TOR,01/18/2017,TOR @ PHI,L,40,24,-3
Nerlens Noel,PHI,01/18/2017,PHI vs. TOR,W,21,5,-15
Jae Crowder,BOS,01/18/2017,BOS vs. NYK,L,37,21,-1
Andrew Harrison,MEM,01/18/2017,MEM @ WAS,L,9,0,-9
Robert Covington,PHI,01/18/2017,PHI vs. TOR,W,36,10,2
Zach Randolph,MEM,01/18/2017,MEM @ WAS,L,20,6,-4
Damjan Rudez,ORL,01/18/2017,ORL @ NOP,L,6,0,7
Darrun Hilliard,DET,01/18/2017,DET vs. ATL,W,9,2,-5
Al Horford,BOS,01/18/2017,BOS vs. NYK,L,34,5,2
Ersan Ilyasova,PHI,01/18/2017,PHI vs. TOR,W,24,18,4
Anthony Davis,NOP,01/18/2017,NOP vs. ORL,W,29,21,11
Brandon Jennings,NYK,01/18/2017,NYK @ BOS,W,27,11,19
Tyreke Evans,NOP,01/18/2017,NOP vs. ORL,W,20,18,22
Eric Gordon,HOU,01/18/2017,HOU vs. MIL,W,32,25,38
Corey Brewer,HOU,01/18/2017,HOU vs. MIL,W,18,2,-20
Marcus Morris,DET,01/18/2017,DET vs. ATL,W,36,14,30
Pascal Siakam,TOR,01/18/2017,TOR @ PHI,L,11,2,-8
Nikola Vucevic,ORL,01/18/2017,ORL @ NOP,L,26,10,-7
Courtney Lee,NYK,01/18/2017,NYK @ BOS,W,38,9,18
Shabazz Napier,POR,01/18/2017,POR @ CHA,L,4,0,-2
Andre Drummond,DET,01/18/2017,DET vs. ATL,W,23,13,15
Mirza Teletovic,MIL,01/18/2017,MIL @ HOU,L,8,0,-1
Paul George,IND,01/18/2017,IND @ SAC,W,42,24,5
Isaiah Thomas,BOS,01/18/2017,BOS vs. NYK,L,37,39,5
Enes Kanter,OKC,01/18/2017,OKC @ GSW,L,30,22,-7
Otto Porter Jr.,WAS,01/18/2017,WAS vs. MEM,W,34,25,-11
Tyler Ennis,HOU,01/18/2017,HOU vs. MIL,W,2,0,-3
Noah Vonleh,POR,01/18/2017,POR @ CHA,L,18,4,-9
Reggie Bullock,DET,01/18/2017,DET vs. ATL,W,36,15,24
Rashad Vaughn,MIL,01/18/2017,MIL @ HOU,L,3,2,2
Kelly Oubre Jr.,WAS,01/18/2017,WAS vs. MEM,W,20,3,3
Langston Galloway,NOP,01/18/2017,NOP vs. ORL,W,31,18,23
Montrezl Harrell,HOU,01/18/2017,HOU vs. MIL,W,27,12,19
Terry Rozier,BOS,01/18/2017,BOS vs. NYK,L,24,5,-22
Marshall Plumlee,NYK,01/18/2017,NYK @ BOS,W,20,5,11
Ian Clark,GSW,01/18/2017,GSW vs. OKC,W,13,0,-5
Cody Zeller,CHA,01/18/2017,CHA vs. POR,W,25,6,5
Mike Conley,MEM,01/18/2017,MEM @ WAS,L,31,20,6
D.J. Augustin,ORL,01/18/2017,ORL @ NOP,L,34,10,-28
Gary Neal,ATL,01/18/2017,ATL @ DET,L,13,4,4
Nik Stauskas,PHI,01/18/2017,PHI vs. TOR,W,16,0,10
Reggie Jackson,DET,01/18/2017,DET vs. ATL,W,32,26,8
Jonas Valanciunas,TOR,01/18/2017,TOR @ PHI,L,30,10,1
Garrett Temple,SAC,01/18/2017,SAC vs. IND,L,29,9,-16
Myles Turner,IND,01/18/2017,IND @ SAC,W,34,16,3
Willy Hernangomez,NYK,01/18/2017,NYK @ BOS,W,20,17,9
Jeff Teague,IND,01/18/2017,IND @ SAC,W,34,22,4
Marc Gasol,MEM,01/18/2017,MEM @ WAS,L,39,28,-6
Patrick McCaw,GSW,01/18/2017,GSW vs. OKC,W,4,2,2
Kosta Koufos,SAC,01/18/2017,SAC vs. IND,L,24,11,5
Mindaugas Kuzminskas,NYK,01/18/2017,NYK @ BOS,W,29,17,-9
Al Jefferson,IND,01/18/2017,IND @ SAC,W,17,20,-2
Bobby Brown,HOU,01/18/2017,HOU vs. MIL,W,2,0,-3
Kyle Singler,OKC,01/18/2017,OKC @ GSW,L,17,5,-6
Jason Terry,MIL,01/18/2017,MIL @ HOU,L,11,0,-8
Serge Ibaka,ORL,01/18/2017,ORL @ NOP,L,25,11,-7
Bismack Biyombo,ORL,01/18/2017,ORL @ NOP,L,19,4,-21
Jeff Green,ORL,01/18/2017,ORL @ NOP,L,23,13,-13
Anderson Varejao,GSW,01/18/2017,GSW vs. OKC,W,5,0,7
Victor Oladipo,OKC,01/18/2017,OKC @ GSW,L,37,20,-18
Russell Westbrook,OKC,01/18/2017,OKC @ GSW,L,35,27,-19
T.J. McConnell,PHI,01/18/2017,PHI vs. TOR,W,29,10,1
Brian Roberts,CHA,01/18/2017,CHA vs. POR,W,3,0,2
Kyle O'Quinn,NYK,01/18/2017,NYK @ BOS,W,10,2,-5
Monta Ellis,IND,01/18/2017,IND @ SAC,W,29,2,17
Arron Afflalo,SAC,01/18/2017,SAC vs. IND,L,31,11,-4
Glenn Robinson III,IND,01/18/2017,IND @ SAC,W,19,2,-11
Miles Plumlee,MIL,01/18/2017,MIL @ HOU,L,3,0,2
Giannis Antetokounmpo,MIL,01/18/2017,MIL @ HOU,L,37,32,-11
Matthew Dellavedova,MIL,01/18/2017,MIL @ HOU,L,17,5,-5
Kevon Looney,GSW,01/18/2017,GSW vs. OKC,W,4,0,2
Norman Powell,TOR,01/18/2017,TOR @ PHI,L,18,5,-2
Meyers Leonard,POR,01/18/2017,POR @ CHA,L,18,5,-9
Jordan Mickey,BOS,01/18/2017,BOS vs. NYK,L,6,2,-1
Kevin Durant,GSW,01/18/2017,GSW vs. OKC,W,34,40,31
Sam Dekker,HOU,01/18/2017,HOU vs. MIL,W,25,5,8
Anthony Morrow,OKC,01/18/2017,OKC @ GSW,L,4,0,1
Marvin Williams,CHA,01/18/2017,CHA vs. POR,W,24,8,6
Dwight Howard,ATL,01/18/2017,ATL @ DET,L,21,4,-14
Derrick Rose,NYK,01/18/2017,NYK @ BOS,W,33,30,-1
Malcolm Delaney,ATL,01/18/2017,ATL @ DET,L,14,4,-10
Tomas Satoransky,WAS,01/18/2017,WAS vs. MEM,W,14,2,7
Sergio Rodriguez,PHI,01/18/2017,PHI vs. TOR,W,19,4,4
Ben McLemore,SAC,01/18/2017,SAC vs. IND,L,4,0,-5
Thabo Sefolosha,ATL,01/18/2017,ATL @ DET,L,12,0,-13
Greg Monroe,MIL,01/18/2017,MIL @ HOU,L,18,2,-8
C.J. Watson,ORL,01/18/2017,ORL @ NOP,L,19,9,-11
Gerald Green,BOS,01/18/2017,BOS vs. NYK,L,5,0,-6
Domantas Sabonis,OKC,01/18/2017,OKC @ GSW,L,15,5,-12
Jason Smith,WAS,01/18/2017,WAS vs. MEM,W,20,8,2
Jared Sullinger,TOR,01/18/2017,TOR @ PHI,L,14,8,-3
David West,GSW,01/18/2017,GSW vs. OKC,W,11,8,7
Klay Thompson,GSW,01/18/2017,GSW vs. OKC,W,30,14,21
James Ennis III,MEM,01/18/2017,MEM @ WAS,L,28,8,1
Marco Belinelli,CHA,01/18/2017,CHA vs. POR,W,24,13,13
Frank Kaminsky,CHA,01/18/2017,CHA vs. POR,W,24,11,16
Jabari Parker,MIL,01/18/2017,MIL @ HOU,L,31,15,-15
Kelly Olynyk,BOS,01/18/2017,BOS vs. NYK,L,13,4,-11
Dante Cunningham,NOP,01/18/2017,NOP vs. ORL,W,27,14,17
Evan Turner,POR,01/18/2017,POR @ CHA,L,20,8,-13
Elfrid Payton,ORL,01/18/2017,ORL @ NOP,L,24,14,-2
Dewayne Dedmon,SAS,01/19/2017,SAS vs. DEN,W,19,7,-4
Otto Porter Jr.,WAS,01/19/2017,WAS @ NYK,W,30,23,1
Richard Jefferson,CLE,01/19/2017,CLE vs. PHX,W,23,4,8
Emmanuel Mudiay,DEN,01/19/2017,DEN @ SAS,L,26,12,-18
Rodney McGruder,MIA,01/19/2017,MIA vs. DAL,W,24,3,12
DeAndre Jordan,LAC,01/19/2017,LAC vs. MIN,L,39,29,-5
Carmelo Anthony,NYK,01/19/2017,NYK vs. WAS,L,35,34,1
Kyle Korver,CLE,01/19/2017,CLE vs. PHX,W,25,9,17
Austin Rivers,LAC,01/19/2017,LAC vs. MIN,L,36,20,-7
Markieff Morris,WAS,01/19/2017,WAS @ NYK,W,35,14,-12
Patty Mills,SAS,01/19/2017,SAS vs. DEN,W,16,3,-12
Mindaugas Kuzminskas,NYK,01/19/2017,NYK vs. WAS,L,18,6,-15
Manu Ginobili,SAS,01/19/2017,SAS vs. DEN,W,20,14,16
Devin Booker,PHX,01/19/2017,PHX @ CLE,L,37,21,-8
Marquese Chriss,PHX,01/19/2017,PHX @ CLE,L,22,6,0
Davis Bertans,SAS,01/19/2017,SAS vs. DEN,W,15,4,-6
Marshall Plumlee,NYK,01/19/2017,NYK vs. WAS,L,11,0,-8
Kawhi Leonard,SAS,01/19/2017,SAS vs. DEN,W,36,34,16
DeAndre Liggins,CLE,01/19/2017,CLE vs. PHX,W,17,5,-1
Trey Burke,WAS,01/19/2017,WAS @ NYK,W,7,3,-8
James Jones,CLE,01/19/2017,CLE vs. PHX,W,20,14,-3
Eric Bledsoe,PHX,01/19/2017,PHX @ CLE,L,38,22,-9
Tyler Ulis,PHX,01/19/2017,PHX @ CLE,L,10,2,-6
Mike Miller,DEN,01/19/2017,DEN @ SAS,L,11,3,4
Will Barton,DEN,01/19/2017,DEN @ SAS,L,36,18,-16
Tomas Satoransky,WAS,01/19/2017,WAS @ NYK,W,14,3,3
Seth Curry,DAL,01/19/2017,DAL @ MIA,L,31,15,0
Ricky Rubio,MIN,01/19/2017,MIN @ LAC,W,17,0,-2
Cole Aldrich,MIN,01/19/2017,MIN @ LAC,W,5,0,1
Kyle O'Quinn,NYK,01/19/2017,NYK vs. WAS,L,21,14,2
Pierre Jackson,DAL,01/19/2017,DAL @ MIA,L,0,0,0
Devin Harris,DAL,01/19/2017,DAL @ MIA,L,17,0,-4
Kyle Anderson,SAS,01/19/2017,SAS vs. DEN,W,1,0,3
Iman Shumpert,CLE,01/19/2017,CLE vs. PHX,W,30,17,12
Raymond Felton,LAC,01/19/2017,LAC vs. MIN,L,34,10,1
Wesley Matthews,DAL,01/19/2017,DAL @ MIA,L,37,18,-9
Marreese Speights,LAC,01/19/2017,LAC vs. MIN,L,18,6,4
Salah Mejri,DAL,01/19/2017,DAL @ MIA,L,19,4,-3
Dorian Finney-Smith,DAL,01/19/2017,DAL @ MIA,L,11,3,5
Willie Reed,MIA,01/19/2017,MIA vs. DAL,W,13,8,-7
LaMarcus Aldridge,SAS,01/19/2017,SAS vs. DEN,W,29,10,8
Jordan McRae,CLE,01/19/2017,CLE vs. PHX,W,2,0,-2
Zach LaVine,MIN,01/19/2017,MIN @ LAC,W,40,9,-3
David Lee,SAS,01/19/2017,SAS vs. DEN,W,32,10,30
Tyson Chandler,PHX,01/19/2017,PHX @ CLE,L,30,22,-8
Justin Holiday,NYK,01/19/2017,NYK vs. WAS,L,21,11,4
Nemanja Bjelica,MIN,01/19/2017,MIN @ LAC,W,19,2,-7
Dwight Powell,DAL,01/19/2017,DAL @ MIA,L,10,2,-6
JJ Redick,LAC,01/19/2017,LAC vs. MIN,L,31,9,-2
Okaro White,MIA,01/19/2017,MIA vs. DAL,W,9,0,-11
Nikola Jokic,DEN,01/19/2017,DEN @ SAS,L,38,35,-17
Brandon Jennings,NYK,01/19/2017,NYK vs. WAS,L,24,3,20
Kelly Oubre Jr.,WAS,01/19/2017,WAS @ NYK,W,25,10,7
Jameer Nelson,DEN,01/19/2017,DEN @ SAS,L,27,5,5
Dirk Nowitzki,DAL,01/19/2017,DAL @ MIA,L,29,19,-1
Brandon Knight,PHX,01/19/2017,PHX @ CLE,L,4,3,-3
Bradley Beal,WAS,01/19/2017,WAS @ NYK,W,38,8,0
Hassan Whiteside,MIA,01/19/2017,MIA vs. DAL,W,29,13,14
Dragan Bender,PHX,01/19/2017,PHX @ CLE,L,18,3,-9
Deron Williams,DAL,01/19/2017,DAL @ MIA,L,32,6,-2
Gorgui Dieng,MIN,01/19/2017,MIN @ LAC,W,26,13,0
Kay Felder,CLE,01/19/2017,CLE vs. PHX,W,2,2,-4
Brandon Bass,LAC,01/19/2017,LAC vs. MIN,L,19,10,8
Goran Dragic,MIA,01/19/2017,MIA vs. DAL,W,37,32,7
J.J. Barea,DAL,01/19/2017,DAL @ MIA,L,16,13,-2
Ron Baker,NYK,01/19/2017,NYK vs. WAS,L,20,2,-5
Alex Len,PHX,01/19/2017,PHX @ CLE,L,8,4,-4
Justin Anderson,DAL,01/19/2017,DAL @ MIA,L,4,0,1
Derrick Rose,NYK,01/19/2017,NYK vs. WAS,L,32,20,-12
TJ Warren,PHX,01/19/2017,PHX @ CLE,L,40,18,-5
Wayne Ellington,MIA,01/19/2017,MIA vs. DAL,W,19,0,-5
John Wall,WAS,01/19/2017,WAS @ NYK,W,37,29,11
Dion Waiters,MIA,01/19/2017,MIA vs. DAL,W,32,12,16
Wesley Johnson,LAC,01/19/2017,LAC vs. MIN,L,11,0,1
Andrew Wiggins,MIN,01/19/2017,MIN @ LAC,W,38,27,6
Jamal Crawford,LAC,01/19/2017,LAC vs. MIN,L,25,7,-4
Luc Mbah a Moute,LAC,01/19/2017,LAC vs. MIN,L,28,10,-11
LeBron James,CLE,01/19/2017,CLE vs. PHX,W,39,21,14
Marcin Gortat,WAS,01/19/2017,WAS @ NYK,W,30,12,9
Tristan Thompson,CLE,01/19/2017,CLE vs. PHX,W,20,2,3
Tyus Jones,MIN,01/19/2017,MIN @ LAC,W,12,4,5
Kenneth Faried,DEN,01/19/2017,DEN @ SAS,L,25,5,-18
Harrison Barnes,DAL,01/19/2017,DAL @ MIA,L,34,15,1
Jonathon Simmons,SAS,01/19/2017,SAS vs. DEN,W,14,7,-7
Dejounte Murray,SAS,01/19/2017,SAS vs. DEN,W,34,24,23
Jusuf Nurkic,DEN,01/19/2017,DEN @ SAS,L,14,5,4
Shabazz Muhammad,MIN,01/19/2017,MIN @ LAC,W,18,7,3
Kristaps Porzingis,NYK,01/19/2017,NYK vs. WAS,L,29,15,-1
Channing Frye,CLE,01/19/2017,CLE vs. PHX,W,30,18,16
Jamal Murray,DEN,01/19/2017,DEN @ SAS,L,26,13,2
Karl-Anthony Towns,MIN,01/19/2017,MIN @ LAC,W,41,37,5
Kris Dunn,MIN,01/19/2017,MIN @ LAC,W,25,5,7
Leandro Barbosa,PHX,01/19/2017,PHX @ CLE,L,4,0,-7
Luke Babbitt,MIA,01/19/2017,MIA vs. DAL,W,17,3,13
Courtney Lee,NYK,01/19/2017,NYK vs. WAS,L,29,5,-1
James Johnson,MIA,01/19/2017,MIA vs. DAL,W,32,5,-5
Kyrie Irving,CLE,01/19/2017,CLE vs. PHX,W,33,26,15
PJ Tucker,PHX,01/19/2017,PHX @ CLE,L,29,2,-16
Danny Green,SAS,01/19/2017,SAS vs. DEN,W,22,5,3
Tyler Johnson,MIA,01/19/2017,MIA vs. DAL,W,28,23,-14
Juan Hernangomez,DEN,01/19/2017,DEN @ SAS,L,38,8,-16
Jason Smith,WAS,01/19/2017,WAS @ NYK,W,23,11,4
CJ Miles,IND,01/20/2017,IND @ LAL,L,14,6,-8
Treveon Graham,CHA,01/20/2017,CHA vs. TOR,W,5,0,3
Roy Hibbert,CHA,01/20/2017,CHA vs. TOR,W,19,2,14
Mike Conley,MEM,01/20/2017,MEM vs. SAC,W,34,16,15
Nikola Vucevic,ORL,01/20/2017,ORL vs. MIL,W,23,13,-5
Gary Neal,ATL,01/20/2017,ATL vs. CHI,W,6,0,-9
Gordon Hayward,UTA,01/20/2017,UTA @ DAL,W,38,26,7
Marcelo Huertas,LAL,01/20/2017,LAL vs. IND,W,1,0,-2
Patrick Beverley,HOU,01/20/2017,HOU vs. GSW,L,24,13,-20
Glenn Robinson III,IND,01/20/2017,IND @ LAL,L,22,5,-2
Deron Williams,DAL,01/20/2017,DAL vs. UTA,L,35,16,-11
Kyle Lowry,TOR,01/20/2017,TOR @ CHA,L,34,24,-22
J.J. Barea,DAL,01/20/2017,DAL vs. UTA,L,23,10,4
James Michael McAdoo,GSW,01/20/2017,GSW @ HOU,W,12,8,-5
Elfrid Payton,ORL,01/20/2017,ORL vs. MIL,W,37,20,10
JaMychal Green,MEM,01/20/2017,MEM vs. SAC,W,33,4,7
Jerian Grant,CHI,01/20/2017,CHI @ ATL,L,11,12,18
Mike Dunleavy,ATL,01/20/2017,ATL vs. CHI,W,15,6,-5
Timothe Luwawu-Cabarrot,PHI,01/20/2017,PHI vs. POR,W,14,2,-5
Miles Plumlee,MIL,01/20/2017,MIL @ ORL,L,16,7,4
C.J. Watson,ORL,01/20/2017,ORL vs. MIL,W,31,5,-6
Rashad Vaughn,MIL,01/20/2017,MIL @ ORL,L,10,8,1
Montrezl Harrell,HOU,01/20/2017,HOU vs. GSW,L,27,8,-3
Brook Lopez,BKN,01/20/2017,BKN @ NOP,W,24,23,15
DeAndre' Bembry,ATL,01/20/2017,ATL vs. CHI,W,10,4,-20
Quincy Acy,BKN,01/20/2017,BKN @ NOP,W,22,12,16
Corey Brewer,HOU,01/20/2017,HOU vs. GSW,L,19,4,-9
Damian Lillard,POR,01/20/2017,POR @ PHI,L,36,30,-12
Rajon Rondo,CHI,01/20/2017,CHI @ ATL,L,18,2,-17
Matthew Dellavedova,MIL,01/20/2017,MIL @ ORL,L,13,0,-25
Skal Labissiere,SAC,01/20/2017,SAC @ MEM,L,6,3,4
Aaron Gordon,ORL,01/20/2017,ORL vs. MIL,W,32,17,-2
Bojan Bogdanovic,BKN,01/20/2017,BKN @ NOP,W,27,23,15
Patrick McCaw,GSW,01/20/2017,GSW @ HOU,W,3,8,-7
Mario Hezonja,ORL,01/20/2017,ORL vs. MIL,W,13,3,11
Dorian Finney-Smith,DAL,01/20/2017,DAL vs. UTA,L,14,7,8
E'Twaun Moore,NOP,01/20/2017,NOP vs. BKN,L,17,3,-18
Kosta Koufos,SAC,01/20/2017,SAC @ MEM,L,24,8,-14
Monta Ellis,IND,01/20/2017,IND @ LAL,L,24,1,-10
Anthony Tolliver,SAC,01/20/2017,SAC @ MEM,L,26,6,-21
Wesley Matthews,DAL,01/20/2017,DAL vs. UTA,L,39,11,-13
Klay Thompson,GSW,01/20/2017,GSW @ HOU,W,34,16,9
Bismack Biyombo,ORL,01/20/2017,ORL vs. MIL,W,25,13,21
Tyreke Evans,NOP,01/20/2017,NOP vs. BKN,L,13,8,-19
Tim Frazier,NOP,01/20/2017,NOP vs. BKN,L,12,7,-4
Taj Gibson,CHI,01/20/2017,CHI @ ATL,L,18,6,-13
Paul Millsap,ATL,01/20/2017,ATL vs. CHI,W,24,14,29
Terrence Jones,NOP,01/20/2017,NOP vs. BKN,L,22,13,-16
CJ McCollum,POR,01/20/2017,POR @ PHI,L,35,16,13
Kevin Durant,GSW,01/20/2017,GSW @ HOU,W,34,32,25
Dwyane Wade,CHI,01/20/2017,CHI @ ATL,L,20,4,-18
Michael Beasley,MIL,01/20/2017,MIL @ ORL,L,7,2,-10
Tony Allen,MEM,01/20/2017,MEM vs. SAC,W,31,13,4
Zach Randolph,MEM,01/20/2017,MEM vs. SAC,W,24,20,23
Fred VanVleet,TOR,01/20/2017,TOR @ CHA,L,5,2,-3
Clint Capela,HOU,01/20/2017,HOU vs. GSW,L,21,22,-14
Timofey Mozgov,LAL,01/20/2017,LAL vs. IND,W,25,4,10
Robin Lopez,CHI,01/20/2017,CHI @ ATL,L,25,10,-11
Nik Stauskas,PHI,01/20/2017,PHI vs. POR,W,22,2,10
Dennis Schroder,ATL,01/20/2017,ATL vs. CHI,W,27,25,15
Lavoy Allen,IND,01/20/2017,IND @ LAL,L,2,0,4
Jabari Parker,MIL,01/20/2017,MIL @ ORL,L,38,25,5
Marc Gasol,MEM,01/20/2017,MEM vs. SAC,W,33,28,14
James Harden,HOU,01/20/2017,HOU vs. GSW,L,35,17,-20
Ersan Ilyasova,PHI,01/20/2017,PHI vs. POR,W,29,24,18
Maurice Harkless,POR,01/20/2017,POR @ PHI,L,19,3,11
Georges Niang,IND,01/20/2017,IND @ LAL,L,2,2,4
Mirza Teletovic,MIL,01/20/2017,MIL @ ORL,L,15,2,-16
Malcolm Delaney,ATL,01/20/2017,ATL vs. CHI,W,18,8,6
Seth Curry,DAL,01/20/2017,DAL vs. UTA,L,30,15,-9
Al Jefferson,IND,01/20/2017,IND @ LAL,L,17,20,1
Eric Gordon,HOU,01/20/2017,HOU vs. GSW,L,33,6,-12
Ed Davis,POR,01/20/2017,POR @ PHI,L,15,2,4
Spencer Hawes,CHA,01/20/2017,CHA vs. TOR,W,5,4,3
Jeff Green,ORL,01/20/2017,ORL vs. MIL,W,27,18,29
D'Angelo Russell,LAL,01/20/2017,LAL vs. IND,W,1,0,2
Sam Dekker,HOU,01/20/2017,HOU vs. GSW,L,28,17,0
Jarell Martin,MEM,01/20/2017,MEM vs. SAC,W,3,0,-5
Michael Carter-Williams,CHI,01/20/2017,CHI @ ATL,L,19,3,-10
Draymond Green,GSW,01/20/2017,GSW @ HOU,W,33,15,18
Sergio Rodriguez,PHI,01/20/2017,PHI vs. POR,W,17,4,-20
Solomon Hill,NOP,01/20/2017,NOP vs. BKN,L,23,8,3
DeMarre Carroll,TOR,01/20/2017,TOR @ CHA,L,26,2,-20
Gerald Henderson,PHI,01/20/2017,PHI vs. POR,W,26,5,-9
Deyonta Davis,MEM,01/20/2017,MEM vs. SAC,W,3,0,-5
D.J. Augustin,ORL,01/20/2017,ORL vs. MIL,W,28,10,28
Joe Ingles,UTA,01/20/2017,UTA @ DAL,W,38,12,3
Ryan Anderson,HOU,01/20/2017,HOU vs. GSW,L,9,0,-8
Tim Hardaway Jr.,ATL,01/20/2017,ATL vs. CHI,W,21,9,16
Doug McDermott,CHI,01/20/2017,CHI @ ATL,L,16,2,-14
Ivica Zubac,LAL,01/20/2017,LAL vs. IND,W,6,4,-5
Rondae Hollis-Jefferson,BKN,01/20/2017,BKN @ NOP,W,18,12,29
Brian Roberts,CHA,01/20/2017,CHA vs. TOR,W,5,1,3
Robert Covington,PHI,01/20/2017,PHI vs. POR,W,34,22,6
Troy Daniels,MEM,01/20/2017,MEM vs. SAC,W,8,0,-1
Kent Bazemore,ATL,01/20/2017,ATL vs. CHI,W,19,2,9
T.J. McConnell,PHI,01/20/2017,PHI vs. POR,W,31,8,21
Trey Lyles,UTA,01/20/2017,UTA @ DAL,W,16,3,4
Noah Vonleh,POR,01/20/2017,POR @ PHI,L,26,10,-3
Garrett Temple,SAC,01/20/2017,SAC @ MEM,L,33,14,-14
James Ennis III,MEM,01/20/2017,MEM vs. SAC,W,35,10,5
George Hill,UTA,01/20/2017,UTA @ DAL,W,31,13,1
Thabo Sefolosha,ATL,01/20/2017,ATL vs. CHI,W,26,10,24
Mike Scott,ATL,01/20/2017,ATL vs. CHI,W,21,4,-15
Denzel Valentine,CHI,01/20/2017,CHI @ ATL,L,24,8,15
Buddy Hield,NOP,01/20/2017,NOP vs. BKN,L,22,11,-9
Thaddeus Young,IND,01/20/2017,IND @ LAL,L,33,9,-7
Dante Cunningham,NOP,01/20/2017,NOP vs. BKN,L,30,14,-32
Dwight Howard,ATL,01/20/2017,ATL vs. CHI,W,25,11,15
Joe Johnson,UTA,01/20/2017,UTA @ DAL,W,31,15,3
Aaron Brooks,IND,01/20/2017,IND @ LAL,L,13,3,4
